ID,Title,Price,Category,Description,Images
172,"Fresh Ceramic Table @Special #Ch@rs! & Símb0ls Gdeic",795,"Shoes","Description with <html> & ""quotes"" and Ago stillicidium adsidue ullam voco aggero ventosus aequus demergo.","https://picsum.photos/seed/BvLXn6Je/201/3229, https://picsum.photos/seed/Tbe3rOdb/2681/1520"
146,"flower",400,"Clothes","test111111","https://lollimeowpet.com/cdn/shop/products/O1CN01DTynvH1SZ7cBdMaIj__1080692260.jpg"
174,"Fantastic Bronze Pants",74,"Shoes","The azure Gloves combines Democratic People's Republic of Korea aesthetics with Actinium-based durability","https://picsum.photos/seed/xitGCho/3860/2077, https://picsum.photos/seed/FAVOc8GK/3110/649"
165,"Ergonomic Rubber Bike @Special #Ch@rs! & Símb0ls BoPjX",458,"Miscellaneous","Description with <html> & ""quotes"" and Solvo solitudo adfectus conicio teneo brevis constans valens.","https://picsum.photos/seed/lkM9sYqo/422/588, https://picsum.photos/seed/bvmiEmn/2151/1940"
32,"Elegant Solid Wood Dining Table",67,"Furniture","Enhance your dining space with this sleek, contemporary dining table, crafted from high-quality solid wood with a warm finish. Its sturdy construction and minimalist design make it a perfect addition for any home looking for a touch of elegance. Accommodates up to six guests comfortably and includes a striking fruit bowl centerpiece. The overhead lighting is not included.","https://i.imgur.com/4lTaHfF.jpeg, https://i.imgur.com/JktHE1C.jpeg, https://i.imgur.com/cQeXQMi.jpeg"
43,"Elegant Purple Leather Loafers",17,"Shoes","Step into sophistication with our Elegant Purple Leather Loafers, perfect for making a bold statement. Crafted from high-quality leather with a vibrant purple finish, these shoes feature a classic loafer silhouette that's been updated with a contemporary twist. The comfortable slip-on design and durable soles ensure both style and functionality for the modern man.","https://i.imgur.com/Au8J9sX.jpeg, https://i.imgur.com/gdr8BW2.jpeg, https://i.imgur.com/KDCZxnJ.jpeg"
42,"Elegant Patent Leather Peep-Toe Pumps with Gold-Tone Heel",53,"Shoes","Step into sophistication with these chic peep-toe pumps, showcasing a lustrous patent leather finish and an eye-catching gold-tone block heel. The ornate buckle detail adds a touch of glamour, perfect for elevating your evening attire or complementing a polished daytime look.","https://i.imgur.com/AzAY4Ed.jpeg, https://i.imgur.com/umfnS9P.jpeg, https://i.imgur.com/uFyuvLg.jpeg"
30,"Elegant Golden-Base Stone Top Dining Table",66,"Furniture","Elevate your dining space with this luxurious table, featuring a sturdy golden metal base with an intricate rod design that provides both stability and chic elegance. The smooth stone top in a sleek round shape offers a robust surface for your dining pleasure. Perfect for both everyday meals and special occasions, this table easily complements any modern or glam decor.","https://i.imgur.com/NWIJKUj.jpeg, https://i.imgur.com/Jn1YSLk.jpeg, https://i.imgur.com/VNZRvx5.jpeg"
21,"Efficient 2-Slice Toaster",48,"Electronics","Enhance your morning routine with our sleek 2-slice toaster, featuring adjustable browning controls and a removable crumb tray for easy cleaning. This compact and stylish appliance is perfect for any kitchen, ensuring your toast is always golden brown and delicious.","https://i.imgur.com/keVCVIa.jpeg, https://i.imgur.com/afHY7v2.jpeg, https://i.imgur.com/yAOihUe.jpeg"
95,"eeeeeeeeee",100000000,"Electronics","aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa","https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRDwVRdfdiK59UWoa3r_44Y68wWJn6zvS8pk2f_o7d184KI45KyKQgh7zS-2_ra2zYOPgoAsusEjWkYoH3l13s-5Rrq9pLoKMT5jBf9hgQ4zbtaAUQtF5pO07xYsSIKVcTR03pXMQ&usqp=CAc"
200,"ea amiculum votum cotidie aeternus testimonium abbas vallum thymbra confugo tantum curo ipsam pectus soleo video vitiosus tabella non accendo officiis accusantium tot custodia ambitus sint tibi ullus delego possimus eum maxime quos certe labore celer cruentus tergo verto vere nihil textus bellum thymum aestivus sapiente sopor valeo curo dolores",569,"Electronics","Ergonomic Keyboard made with Bronze for all-day rundown support","https://picsum.photos/seed/kBBe6/2607/1899, https://picsum.photos/seed/vbLcIqO/478/682"
75,"dsdsd",1212,"Clothes","Sản phẩm mới","https://placeimg.com/640/480/any"
88,"dsads",22222000,"Clothes","đấ","https://placehold.co/600"
101,"dr026",26,"Miscellaneous","dr026","https://api.escuelajs.co/api/v1/files/4a09.png"
144,"Dog",100,"Clothes","This dog is cute.","https://i.pinimg.com/736x/76/a8/74/76a874c23b0eb2febdb0c1ce365f393c.jpg"
187,"desidero sperno auctus voco demens summa undique volaticus ambitus advenio tondeo ver substantia vomer tego depromo antiquus acceptus abundans nam urbanus cedo centum tutamen victoria acerbitas vacuus balbus custodia aegrus paens vorago cruentus solutio traho sublime turpis sumptus aperte amissio tandem viriliter laborum vigor spiritus aspicio tribuo molestiae aliqua quasi",249,"Shoes","The June Keyboard is the latest in a series of soulful products from Waters Group","https://picsum.photos/seed/XBjfDUOPL/931/2446, https://picsum.photos/seed/4gaa3i1T/243/2997"
73,"dddd",30,"Clothes","cccc","https://placeimg.com/640/480/any"
190,"Concurrent Product 5 - fd986974",105,"Shoes","Discover the parrot-like agility of our Hat, perfect for pretty users","https://picsum.photos/seed/lasyb/3390/3251, https://picsum.photos/seed/VdJXS/1066/1242"
182,"Concurrent Product 5 - e95d149d",105,"Shoes","Our cat-friendly Pants ensures gentle comfort for your pets","https://picsum.photos/seed/2wrGUfHaL/388/1680, https://picsum.photos/seed/M54cuUvp/3808/1494"
164,"Concurrent Product 5 - aaf12edb",105,"Shoes","Our zesty-inspired Table brings a taste of luxury to your hopeful lifestyle","https://picsum.photos/seed/Utkhio7/308/3059, https://picsum.photos/seed/CQt1hFpaJG/1211/2338"
167,"Concurrent Product 5 - 95a4c608",105,"Furniture","The sleek and blushing Mouse comes with tan LED lighting for smart functionality","https://picsum.photos/seed/mZncEEf/3595/1184, https://picsum.photos/seed/BoCFZ/2316/1276"
205,"Concurrent Product 5 - 0f901bc8",105,"Furniture","Discover the flamingo-like agility of our Chips, perfect for unconscious users","https://picsum.photos/seed/g42ie5MYq/2935/3650, https://picsum.photos/seed/GgZSqK/1323/1089"
189,"Concurrent Product 4 - cca62ec3",104,"Electronics","Professional-grade Keyboard perfect for scornful training and recreational use","https://picsum.photos/seed/jIDm9h/139/3075, https://picsum.photos/seed/uQ8t2q3/3126/3119"
168,"Concurrent Product 4 - c41f2d2c",104,"Shoes","Innovative Ball featuring able technology and Marble construction","https://picsum.photos/seed/8gQd4vg/250/1879, https://picsum.photos/seed/jKCUY/3516/2239"
183,"Concurrent Product 4 - 946d8d08",104,"Clothes","New Chips model with 51 GB RAM, 802 GB storage, and soupy features","https://picsum.photos/seed/GToQLa/3900/1201, https://picsum.photos/seed/sQ7dKsvKVC/3195/876"
206,"Concurrent Product 4 - 92232ad5",104,"Electronics","New yellow Bacon with ergonomic design for ambitious comfort","https://picsum.photos/seed/bK2E9Ws/1653/2384, https://picsum.photos/seed/HLwIUTegoB/2659/1670"
161,"Concurrent Product 4 - 41e6ac0f",104,"Shoes","Stylish Fish designed to make you stand out with sparse looks","https://picsum.photos/seed/2G3Dbp/1035/836, https://picsum.photos/seed/DTxEkpf/2917/113"
163,"Concurrent Product 3 - d780d6b2",103,"Miscellaneous","Discover the snake-like agility of our Bacon, perfect for jagged users","https://picsum.photos/seed/X3zwImw3zB/318/2257, https://picsum.photos/seed/EM3zLSRm5F/289/3740"
184,"Concurrent Product 3 - 669c92fa",103,"Miscellaneous","Introducing the Oman-inspired Gloves, blending idealistic style with local craftsmanship","https://picsum.photos/seed/Gq8cPljbV/3614/1876, https://picsum.photos/seed/C8v95fiK/2875/1047"
171,"Concurrent Product 3 - 55e6531b",103,"Electronics","Experience the plum brilliance of our Towels, perfect for wealthy environments","https://picsum.photos/seed/maqGHqI26/309/377, https://picsum.photos/seed/YkLpobt7/1944/1123"
204,"Concurrent Product 3 - 528e6934",103,"Furniture","Discover the productive new Chicken with an exciting mix of Wooden ingredients","https://picsum.photos/seed/mwgZ9fmb7j/1746/667, https://picsum.photos/seed/gsRnFPX7/1410/1246"
191,"Concurrent Product 3 - 06052172",103,"Electronics","Featuring Livermorium-enhanced technology, our Ball offers unparalleled closed performance","https://picsum.photos/seed/1glBKveR/1859/841, https://picsum.photos/seed/MoWBguO/1957/136"
185,"Concurrent Product 2 - f8ec9f3d",102,"Shoes","Our moist-inspired Soap brings a taste of luxury to your colorless lifestyle","https://picsum.photos/seed/7fFHNiWyu/1861/1010, https://picsum.photos/seed/wuqB7/3160/404"
162,"Concurrent Product 2 - bcfb75d1",102,"Furniture","Innovative Towels featuring true technology and Gold construction","https://picsum.photos/seed/lOPD46y/2166/3851, https://picsum.photos/seed/NnHdLGMzGH/202/3193"
192,"Concurrent Product 2 - 63a34c86",102,"Electronics","Discover the crocodile-like agility of our Pizza, perfect for troubled users","https://picsum.photos/seed/QcV8C6SDpJ/2295/3614, https://picsum.photos/seed/eU8qfKD2/1147/731"
203,"Concurrent Product 2 - 4a06ece1",102,"Furniture","Recycled Car designed with Gold for made-up performance","https://picsum.photos/seed/Di9VUjatI/3739/683, https://picsum.photos/seed/qkrHT9Zf/3807/2636"
166,"Concurrent Product 2 - 351e85f4",102,"Clothes","New Shirt model with 96 GB RAM, 767 GB storage, and insidious features","https://picsum.photos/seed/fmNiDed/992/3919, https://picsum.photos/seed/epYtmAp/2307/1651"
201,"Concurrent Product 1 - 898aeb2f",101,"Furniture","Innovative Computer featuring fortunate technology and Rubber construction","https://picsum.photos/seed/KfuJw8ab/3408/3919, https://picsum.photos/seed/2hVfrD/3315/2289"
181,"Concurrent Product 1 - 88da8562",101,"Electronics","Discover the minor new Hat with an exciting mix of Gold ingredients","https://picsum.photos/seed/sfRaG/1872/3603, https://picsum.photos/seed/cF16S/2611/737"
156,"Concurrent Product 1 - 75e9a795",101,"Electronics","Discover the polar bear-like agility of our Soap, perfect for immense users","https://picsum.photos/seed/3hXtQavi/169/1643, https://picsum.photos/seed/l2OYe/3465/89"
202,"Concurrent Product 1 - 437f32c2",101,"Furniture","Our shark-friendly Hat ensures last comfort for your pets","https://picsum.photos/seed/2nariGq2/111/3382, https://picsum.photos/seed/ZauvKMqtO/666/2509"
188,"Concurrent Product 1 - 1d4979c6",101,"Furniture","Our elephant-friendly Shoes ensures sparse comfort for your pets","https://picsum.photos/seed/DWQ3LDih/2536/1617, https://picsum.photos/seed/fUTKi9MD/2754/893"
170,"Concurrent Product 1 - 08aa32b4",101,"Miscellaneous","New salmon Pizza with ergonomic design for hasty comfort","https://picsum.photos/seed/zz2yLud/1526/377, https://picsum.photos/seed/dUHwVUD1G/121/1255"
16,"Classic White Tee - Timeless Style and Comfort",73,"Clothes","Elevate your everyday wardrobe with our Classic White Tee. Crafted from premium soft cotton material, this versatile t-shirt combines comfort with durability, perfect for daily wear. Featuring a relaxed, unisex fit that flatters every body type, it's a staple piece for any casual ensemble. Easy to care for and machine washable, this white tee retains its shape and softness wash after wash. Pair it with your favorite jeans or layer it under a jacket for a smart look.","https://i.imgur.com/Y54Bt8J.jpeg, https://i.imgur.com/SZPDSgy.jpeg, https://i.imgur.com/sJv4Xx0.jpeg"
15,"Classic White Crew Neck T-Shirt",39,"Clothes","Elevate your basics with this versatile white crew neck tee. Made from a soft, breathable cotton blend, it offers both comfort and durability. Its sleek, timeless design ensures it pairs well with virtually any outfit. Ideal for layering or wearing on its own, this t-shirt is a must-have staple for every wardrobe.","https://i.imgur.com/axsyGpD.jpeg, https://i.imgur.com/T8oq9X2.jpeg, https://i.imgur.com/J6MinJn.jpeg"
13,"Classic Olive Chino Shorts",84,"Clothes","Elevate your casual wardrobe with these classic olive chino shorts. Designed for comfort and versatility, they feature a smooth waistband, practical pockets, and a tailored fit that makes them perfect for both relaxed weekends and smart-casual occasions. The durable fabric ensures they hold up throughout your daily activities while maintaining a stylish look.","https://i.imgur.com/UsFIvYs.jpeg, https://i.imgur.com/YIq57b6.jpeg"
14,"Classic High-Waisted Athletic Shorts",43,"Clothes","Stay comfortable and stylish with our Classic High-Waisted Athletic Shorts. Designed for optimal movement and versatility, these shorts are a must-have for your workout wardrobe. Featuring a figure-flattering high waist, breathable fabric, and a secure fit that ensures they stay in place during any activity, these shorts are perfect for the gym, running, or even just casual wear.","https://i.imgur.com/eGOUveI.jpeg, https://i.imgur.com/UcsGO7E.jpeg, https://i.imgur.com/NLn4e7S.jpeg"
44,"Classic Blue Suede Casual Shoes",39,"Shoes","Step into comfort with our Classic Blue Suede Casual Shoes, perfect for everyday wear. These shoes feature a stylish blue suede upper, durable rubber soles for superior traction, and classic lace-up fronts for a snug fit. The sleek design pairs well with both jeans and chinos, making them a versatile addition to any wardrobe.","https://i.imgur.com/sC0ztOB.jpeg, https://i.imgur.com/Jf9DL9R.jpeg, https://i.imgur.com/R1IN95T.jpeg"
17,"Classic Black T-Shirt",35,"Clothes","Elevate your everyday style with our Classic Black T-Shirt. This staple piece is crafted from soft, breathable cotton for all-day comfort. Its versatile design features a classic crew neck and short sleeves, making it perfect for layering or wearing on its own. Durable and easy to care for, it's sure to become a favorite in your wardrobe.","https://i.imgur.com/9DqEOV5.jpeg, https://i.imgur.com/ae0AEYn.jpeg, https://i.imgur.com/mZ4rUjj.jpeg"
12,"Classic Black Baseball Cap",58,"Clothes","Elevate your casual wear with this timeless black baseball cap. Made with high-quality, breathable fabric, it features an adjustable strap for the perfect fit. Whether you’re out for a jog or just running errands, this cap adds a touch of style to any outfit.","https://i.imgur.com/KeqG6r4.jpeg, https://i.imgur.com/xGQOw3p.jpeg, https://i.imgur.com/oO5OUjb.jpeg"
49,"Chic Transparent Fashion Handbag",61,"Miscellaneous","Elevate your style with our Chic Transparent Fashion Handbag, perfect for showcasing your essentials with a clear, modern edge. This trendy accessory features durable acrylic construction, luxe gold-tone hardware, and an elegant chain strap. Its compact size ensures you can carry your day-to-day items with ease and sophistication.","https://i.imgur.com/Lqaqz59.jpg, https://i.imgur.com/uSqWK0m.jpg, https://i.imgur.com/atWACf1.jpg"
37,"Chic Summer Denim Espadrille Sandals",33,"Shoes","Step into summer with style in our denim espadrille sandals. Featuring a braided jute sole for a classic touch and adjustable denim straps for a snug fit, these sandals offer both comfort and a fashionable edge. The easy slip-on design ensures convenience for beach days or casual outings.","https://i.imgur.com/9qrmE1b.jpeg, https://i.imgur.com/wqKxBVH.jpeg, https://i.imgur.com/sWSV6DK.jpeg"
76,"ccccccc",100000000,"Furniture","ccccccccccccccccc","https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSSz1mU-fK_gOPUHtxpiDCxngNTW3w0Qa_h93jR55KwXnWtwmiaGI7JZJQ0iLKj2yss2pBAyHnzwRa7cBCFYBLQd8AtaJ2GqViVtorWwtk_Ve3c4PwMKocll1bUfQbxE9MC&usqp=CAc"
145,"cat shirt clothes",40,"Clothes","this is good for your cat.","https://lollimeowpet.com/cdn/shop/products/O1CN01DTynvH1SZ7cBdMaIj__1080692260.jpg"
52,"bulma",600000,"Electronics","adult  toy","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbe7ewCZ8cgPOfP_q9ywe4ir73MZr9v9Yxzw&s"
261,"Bulk Test Product 4",291,"Electronics","Savor the sour essence in our Shirt, designed for dearest culinary adventures","https://picsum.photos/seed/U4D9eu6e/3811/2834, https://picsum.photos/seed/rZOAfVnQFj/1172/2996"
260,"Bulk Test Product 3",619,"Clothes","Our delicious-inspired Bacon brings a taste of luxury to your optimistic lifestyle","https://picsum.photos/seed/rxcteqWP/3994/3940, https://picsum.photos/seed/TwlGZKZNjy/2397/1448"
259,"Bulk Test Product 2",713,"Electronics","Discover the unfortunate new Chair with an exciting mix of Cotton ingredients","https://picsum.photos/seed/Y9KZFOn3XG/223/2348, https://picsum.photos/seed/vf1Ui/367/2306"
258,"Bulk Test Product 1",65,"Furniture","The orchid Mouse combines Falkland Islands (Malvinas) aesthetics with Cobalt-based durability","https://picsum.photos/seed/n44dDr2kNZ/3300/538, https://picsum.photos/seed/TaS7f62m/1315/834"
55,"buku intern",7823,"Furniture","bukuidnah","https://png.pngtree.com/png-vector/20230531/ourmid/pngtree-drawing-cute-bunny-rabbit-bunny-image-vector-png-image_6783160.png"
155,"Bespoke Gold Fish",52,"Miscellaneous","The Innovative well-modulated methodology Cheese offers reliable performance and diligent design","https://picsum.photos/seed/cYQhfB/994/2356, https://picsum.photos/seed/JeGMBBE1w/535/2306"
82,"balabal",50000,"Clothes","Sản phẩm mới","https://placeimg.com/640/480/any"
86,"asdasd",8,"Clothes","adasd","https://placehold.co/600x400"
102,"an ba mia",111,"Clothes","hello","https://picsum.photos/640/480"
83,"af",20300,"Clothes","adsf","https://cellphones.com.vn/sforum/wp-content/uploads/2020/09/anh-render-iPhone12-1.jpg"
108,"abcdxyzz 1770171606015",12,"Clothes","ádadasd","https://i.imgur.com/QkIa5tT.jpeg"
81,"abc",5000,"Clothes","aaaaaaaaa","https://placeimg.com/640/480/any"
99,"aaaaaaaaa",10,"Miscellaneous","sâsasd","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfL2rmLdGSHRc4gWeNIFuF2LafciUEuZLkUA&s"
93,"aaaa",12,"Clothes","aa","https://i.imgur.com/1twoaDy.jpeg"
117,"aa",90,"Clothes","aa","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTm5hHANz6aT-5NcugwT6goIfCECJFzLUW4pQ&s"
74,"A Classic Hooded",20,"Clothes","Clothes","https://i.imgur.com/1twoaDy.jpeg"
85,"a",1,"Clothes","a","https://placeimg.com/640/480/any"
89,"123",2222,"Clothes","333333333333333333333333333333333333","https://i.imgur.com/1twoaDy.jpeg"
63,"121",5,"Clothes","qưqx","https://vn.images.search.yahoo.com/images/view;_ylt=AwrPqFgIn4Jp95EEMshtUwx.;_ylu=c2VjA3NyBHNsawNpbWcEb2lkAzdiZDAyZTg5MTU4MjNkMThiMTIyNzdhMmFmMDQwNGM0BGdwb3MDMgRpdANiaW5n?back=https%3A%2F%2Fvn.images.search.yahoo.com%2Fsearch%2Fimages%3Fp%3D%25E1%25BA%25A3nh%2Banime%26type%3DE210VN1590G91950%26fr%3Dmcafee%26fr2%3Dpiv-web%26tab%3Dorganic%26ri%3D2&w=3840&h=2160&imgurl=img3.thuthuatphanmem.vn%2Fuploads%2F2019%2F06%2F13%2Fanh-nen-anime-cho-may-tinh-dep_095239016.jpg&rurl=https%3A%2F%2Fthcshoanghiep.edu.vn%2F50-hinh-nen-anime-anh-nen-anime-dep-nhat-the-gioi%2F&size=1001KB&p=%E1%BA%A3nh+anime&oid=7bd02e8915823d18b12277a2af0404c4&fr2=piv-web&fr=mcafee&tt=50%2B+H%C3%ACnh+n%E1%BB%81n+Anime%2C+%E1%BA%A3nh+n%E1%BB%81n+Anime+%C4%91%E1%BA%B9p+nh%E1%BA%A5t+th%E1%BA%BF+gi%E1%BB%9Bi&b=0&ni=21&no=2&ts=&tab=organic&sigr=bb.npDqgkWLt&sigb=UK19KXcdVEo.&sigi=fIpYz69eXhzx&sigt=VdRsbA_eBEun&.crumb=Zkvtz1Akx/P&fr=mcafee&fr2=piv-web&type=E210VN1590G91950"
113,"120 yên lãng",10000,"Clothes","hello
","https://picsum.photos/640/480"
121,"111123",123321,"Clothes","dasdas","https://placeimg.com/640/480/any"
92,"1",1,"Clothes","1","https://placeimg.com/640/480/any"
